id,updated,confirmed,confirmed_change,deaths,deaths_change,recovered,recovered_change,latitude,longitude,iso2,iso3,country_region,admin_region_1,iso_subdivision,admin_region_2,load_time
69018938,2020-09-29,33785178,295973,1004278,5582,23243613,282177,,,,,Worldwide,,,,2023-06-17 00:05:40
69430834,2020-09-30,34136078,350900,1010147,5869,23448934,205321,,,,,Worldwide,,,,2023-06-17 00:05:40
69833168,2020-10-01,34450697,314619,1016970,6823,23711591,262657,,,,,Worldwide,,,,2023-06-17 00:05:40
70240693,2020-10-02,34768408,317711,1025354,8384,23914523,202932,,,,,Worldwide,,,,2023-06-17 00:05:40
70639798,2020-10-03,35011322,242914,1030880,5526,24145097,230574,,,,,Worldwide,,,,2023-06-17 00:05:40
71036840,2020-10-04,35339125,327803,1034865,3985,24364562,219465,,,,,Worldwide,,,,2023-06-17 00:05:40
71424980,2020-10-05,35654271,315146,1039120,4255,24571309,206747,,,,,Worldwide,,,,2023-06-17 00:05:40
71835886,2020-10-06,36026644,372373,1046809,7689,24834996,263687,,,,,Worldwide,,,,2023-06-17 00:05:40
72233477,2020-10-07,36372696,346052,1053357,6548,25117417,282421,,,,,Worldwide,,,,2023-06-17 00:05:40
72634866,2020-10-08,36706213,333517,1059616,6259,25334019,216602,,,,,Worldwide,,,,2023-06-17 00:05:40
73037963,2020-10-09,37019381,313168,1064420,4804,25510557,176538,,,,,Worldwide,,,,2023-06-17 00:05:40
73438171,2020-10-10,37267921,248540,1069953,5533,25711805,201248,,,,,Worldwide,,,,2023-06-17 00:05:40
73848747,2020-10-11,37706961,439040,1073780,3827,25923754,211949,,,,,Worldwide,,,,2023-06-17 00:05:40
74235060,2020-10-12,38006121,299160,1078068,4288,26172754,249000,,,,,Worldwide,,,,2023-06-17 00:05:40
74590666,2020-10-13,38351539,345418,1083875,5807,26354211,181457,,,,,Worldwide,,,,2023-06-17 00:05:40
74935625,2020-10-14,38756289,404750,1089186,5311,26540006,185795,,,,,Worldwide,,,,2023-06-17 00:05:40
75293212,2020-10-15,39126112,369823,1095216,6030,26753000,212994,,,,,Worldwide,,,,2023-06-17 00:05:40
75627026,2020-10-16,39502909,376797,1101007,5791,26956913,203913,,,,,Worldwide,,,,2023-06-17 00:05:40
75998990,2020-10-17,39803562,300653,1106705,5698,27147928,191015,,,,,Worldwide,,,,2023-06-17 00:05:40
76372960,2020-10-18,40272089,468527,1111714,5009,27353713,205785,,,,,Worldwide,,,,2023-06-17 00:05:40
76673954,2020-10-19,40652097,380008,1116167,4453,27558672,204959,,,,,Worldwide,,,,2023-06-17 00:05:40
77027677,2020-10-20,40990616,338519,1122036,5869,2782160,-24776512,,,,,Worldwide,,,,2023-06-17 00:05:40
77035667,2020-10-21,41329136,338520,1122036,0,2782160,0,,,,,Worldwide,,,,2023-06-17 00:05:40
78103542,2020-10-23,42439400,433222,1140759,9362,28423572,12820706,,,,,Worldwide,,,,2023-06-17 00:05:40
78447994,2020-10-24,42886132,446732,1147192,6433,28630738,207166,,,,,Worldwide,,,,2023-06-17 00:05:40
78767475,2020-10-25,43385581,499449,1152314,5122,28853536,222798,,,,,Worldwide,,,,2023-06-17 00:05:40
79067501,2020-10-26,43841084,455503,1157714,5400,29098191,244655,,,,,Worldwide,,,,2023-06-17 00:05:40
79418772,2020-10-27,44311674,470590,1164755,7041,29300099,201908,,,,,Worldwide,,,,2023-06-17 00:05:40
79732082,2020-10-28,44859998,548324,1171286,6531,29889942,589843,,,,,Worldwide,,,,2023-06-17 00:05:40
80126171,2020-10-29,45271624,411626,1178410,7124,30141437,251495,,,,,Worldwide,,,,2023-06-17 00:05:40
80470050,2020-10-30,45916151,644527,1183861,5451,30380635,239198,,,,,Worldwide,,,,2023-06-17 00:05:40
80810634,2020-10-31,46386903,470752,1193070,9209,29837092,-543543,,,,,Worldwide,,,,2023-06-17 00:05:40
81089996,2020-11-01,46849292,462389,1198942,5872,30944606,1107514,,,,,Worldwide,,,,2023-06-17 00:05:40
81390785,2020-11-02,47260377,411085,1204202,5260,31182478,237872,,,,,Worldwide,,,,2023-06-17 00:05:40
81710350,2020-11-03,47742312,481935,1211102,6900,31454401,271923,,,,,Worldwide,,,,2023-06-17 00:05:40
82042268,2020-11-04,48261898,519586,1219947,8845,31733172,278771,,,,,Worldwide,,,,2023-06-17 00:05:40
82376288,2020-11-05,49114225,852327,1227666,7719,32009347,276175,,,,,Worldwide,,,,2023-06-17 00:05:40
82703691,2020-11-06,49688351,574126,1239757,12091,32341811,332464,,,,,Worldwide,,,,2023-06-17 00:05:40
83015973,2020-11-07,50111147,422796,1248150,8393,32633711,291900,,,,,Worldwide,,,,2023-06-17 00:05:40
83326535,2020-11-08,50752354,641207,1253707,5557,32892365,258654,,,,,Worldwide,,,,2023-06-17 00:05:40
83586128,2020-11-09,51292597,540243,1261306,7599,33150116,257751,,,,,Worldwide,,,,2023-06-17 00:05:40
83908320,2020-11-10,51975458,682861,1269199,7893,33400848,250732,,,,,Worldwide,,,,2023-06-17 00:05:40
84249738,2020-11-11,52331462,356004,1281309,12110,33785432,384584,,,,,Worldwide,,,,2023-06-17 00:05:40
84537497,2020-11-12,53211792,880330,1287966,6657,34043712,258280,,,,,Worldwide,,,,2023-06-17 00:05:40
84838420,2020-11-13,53788566,576774,1300076,12110,34296757,253045,,,,,Worldwide,,,,2023-06-17 00:05:40
85176078,2020-11-14,54184358,395792,1308725,8649,34660180,363423,,,,,Worldwide,,,,2023-06-17 00:05:40
85510162,2020-11-15,54814867,630509,1314904,6179,34830992,170812,,,,,Worldwide,,,,2023-06-17 00:05:40
85789187,2020-11-16,55333374,518507,1322963,8059,35127472,296480,,,,,Worldwide,,,,2023-06-17 00:05:40
86107443,2020-11-17,56024130,690756,1332390,9427,35613120,485648,,,,,Worldwide,,,,2023-06-17 00:05:40
86374459,2020-11-18,56435244,411114,1345639,13249,35969240,356120,,,,,Worldwide,,,,2023-06-17 00:05:40
86750273,2020-11-19,57427358,992114,1352775,7136,36291080,321840,,,,,Worldwide,,,,2023-06-17 00:05:40
87043979,2020-11-20,57974667,547309,1369767,16992,36731430,440350,,,,,Worldwide,,,,2023-06-17 00:05:40
87347666,2020-11-21,58521493,546826,1378411,8644,37073704,342274,,,,,Worldwide,,,,2023-06-17 00:05:40
87637870,2020-11-22,59070488,548995,1386051,7640,37402009,328305,,,,,Worldwide,,,,2023-06-17 00:05:40
87914118,2020-11-23,59597658,527170,1394694,8643,37691380,289371,,,,,Worldwide,,,,2023-06-17 00:05:40
88189431,2020-11-24,60234023,636365,1405788,11094,38097904,406524,,,,,Worldwide,,,,2023-06-17 00:05:40
88445389,2020-11-25,60818781,584758,1418224,12436,38470416,372512,,,,,Worldwide,,,,2023-06-17 00:05:40
88722402,2020-11-26,61501092,682311,1428951,10727,38926641,456225,,,,,Worldwide,,,,2023-06-17 00:05:40
89021724,2020-11-27,62084566,583474,1440506,11555,39275505,348864,,,,,Worldwide,,,,2023-06-17 00:05:40
89282404,2020-11-28,62616821,532255,1449642,9136,39665623,390118,,,,,Worldwide,,,,2023-06-17 00:05:40
89531653,2020-11-29,63118430,501609,1457859,8217,40016926,351303,,,,,Worldwide,,,,2023-06-17 00:05:40
89786198,2020-11-30,63650135,531705,1465492,7633,40344258,327332,,,,,Worldwide,,,,2023-06-17 00:05:40
90059923,2020-12-01,64293447,643312,1476396,10904,40812450,468192,,,,,Worldwide,,,,2023-06-17 00:05:40
90294014,2020-12-02,65016336,722889,1488321,11925,41258010,445560,,,,,Worldwide,,,,2023-06-17 00:05:40
90664746,2020-12-03,65686172,669836,1502728,14407,41731105,473095,,,,,Worldwide,,,,2023-06-17 00:05:40
91015664,2020-12-04,66250018,563846,1514549,11821,42156580,425475,,,,,Worldwide,,,,2023-06-17 00:05:40
91343326,2020-12-05,66974627,724609,1524569,10020,42542126,385546,,,,,Worldwide,,,,2023-06-17 00:05:40
91700307,2020-12-06,67316936,342309,1534692,10123,42981515,439389,,,,,Worldwide,,,,2023-06-17 00:05:40
92031708,2020-12-07,68131040,814104,1539965,5273,43249276,267761,,,,,Worldwide,,,,2023-06-17 00:05:40
92438394,2020-12-08,68498598,367558,1554768,14803,43811551,562275,,,,,Worldwide,,,,2023-06-17 00:05:40
92862162,2020-12-09,69483855,985257,1562886,8118,44171660,360109,,,,,Worldwide,,,,2023-06-17 00:05:40
93188035,2020-12-10,70025535,541680,1580006,17120,44688463,516803,,,,,Worldwide,,,,2023-06-17 00:05:40
93517943,2020-12-11,71541897,1516362,1590323,10317,45070225,381762,,,,,Worldwide,,,,2023-06-17 00:05:40
93851928,2020-12-12,72126085,584188,1602500,12177,45680439,610214,,,,,Worldwide,,,,2023-06-17 00:05:40
94185933,2020-12-13,72221634,95549,1611344,8844,47139173,1458734,,,,,Worldwide,,,,2023-06-17 00:05:40
94351911,2020-12-14,73107224,885590,1612014,670,47218235,79062,,,,,Worldwide,,,,2023-06-17 00:05:40
95185724,2020-12-16,74724989,732175,1645136,16561,41887210,-2665514,,,,,Worldwide,,,,2023-06-17 00:05:40
95543781,2020-12-17,75179482,454493,1657706,12570,42193884,306674,,,,,Worldwide,,,,2023-06-17 00:05:40
95866398,2020-12-18,76085068,905586,1667124,9418,42512618,318734,,,,,Worldwide,,,,2023-06-17 00:05:40
96223911,2020-12-19,76531725,446657,1682143,15019,42957535,444917,,,,,Worldwide,,,,2023-06-17 00:05:40
96531950,2020-12-20,77188346,656621,1689925,7782,43179943,222408,,,,,Worldwide,,,,2023-06-17 00:05:40
96889221,2020-12-21,77801721,613375,1699285,9360,43522242,342299,,,,,Worldwide,,,,2023-06-17 00:05:40
97220132,2020-12-22,78471775,670054,1713109,13824,43894903,372661,,,,,Worldwide,,,,2023-06-17 00:05:40
97559951,2020-12-23,79260455,788680,1725959,12850,44219799,324896,,,,,Worldwide,,,,2023-06-17 00:05:40
97919394,2020-12-24,79766525,506070,1739962,14003,44642816,423017,,,,,Worldwide,,,,2023-06-17 00:05:40
98268015,2020-12-25,80229602,463077,1748715,8753,44932522,289706,,,,,Worldwide,,,,2023-06-17 00:05:40
98629350,2020-12-26,80694954,465352,1755940,7225,45338147,405625,,,,,Worldwide,,,,2023-06-17 00:05:40
98993535,2020-12-27,81114788,419834,1763133,7193,45614015,275868,,,,,Worldwide,,,,2023-06-17 00:05:40
99370285,2020-12-28,81867031,752243,1770562,7429,45867925,253910,,,,,Worldwide,,,,2023-06-17 00:05:40
99754817,2020-12-29,82510560,643529,1786057,15495,46239512,371587,,,,,Worldwide,,,,2023-06-17 00:05:40
100096505,2020-12-30,83338512,827952,1800400,14343,46640066,400554,,,,,Worldwide,,,,2023-06-17 00:05:40
100472829,2020-12-31,83892131,553619,1815864,15464,46993335,353269,,,,,Worldwide,,,,2023-06-17 00:05:40
100870307,2021-01-01,84407031,514900,1825810,9946,47248015,254680,,,,,Worldwide,,,,2023-06-17 00:05:40
101240047,2021-01-02,84985054,578023,1833188,7378,47509473,261458,,,,,Worldwide,,,,2023-06-17 00:05:40
101640593,2021-01-03,85555275,570221,1841077,7889,47777565,268092,,,,,Worldwide,,,,2023-06-17 00:05:40
102051770,2021-01-04,86195556,640281,1849904,8827,48058025,280460,,,,,Worldwide,,,,2023-06-17 00:05:40
102473808,2021-01-05,86752314,556758,1863653,13749,48409904,351879,,,,,Worldwide,,,,2023-06-17 00:05:40
102850512,2021-01-06,87912740,1160426,1875320,11667,48637236,227332,,,,,Worldwide,,,,2023-06-17 00:05:40
103219533,2021-01-07,88203229,290489,1895389,20069,49013164,375928,,,,,Worldwide,,,,2023-06-17 00:05:40
103578235,2021-01-08,89396983,1193754,1901510,6121,49203004,189840,,,,,Worldwide,,,,2023-06-17 00:05:40
103917379,2021-01-09,90005787,608804,1921952,20442,49650452,447448,,,,,Worldwide,,,,2023-06-17 00:05:40
104278484,2021-01-10,90724811,719024,1931382,9430,49885280,234828,,,,,Worldwide,,,,2023-06-17 00:05:40
104643372,2021-01-11,91383544,658733,1941143,9761,50167081,281801,,,,,Worldwide,,,,2023-06-17 00:05:40
105017520,2021-01-12,92111432,727888,1956752,15609,50537895,370814,,,,,Worldwide,,,,2023-06-17 00:05:40
105377012,2021-01-13,92850683,739251,1973059,16307,50896076,358181,,,,,Worldwide,,,,2023-06-17 00:05:40
105778966,2021-01-14,93275676,424993,1988290,15231,51228917,332841,,,,,Worldwide,,,,2023-06-17 00:05:40
106186981,2021-01-15,94166923,891247,2000905,12615,51500681,271764,,,,,Worldwide,,,,2023-06-17 00:05:40
106579023,2021-01-16,94955779,788856,2015630,14725,51859334,358653,,,,,Worldwide,,,,2023-06-17 00:05:40
106950436,2021-01-17,95475781,520002,2029032,13402,52240858,381524,,,,,Worldwide,,,,2023-06-17 00:05:40
107321424,2021-01-18,96058991,583210,2038325,9293,52575519,334661,,,,,Worldwide,,,,2023-06-17 00:05:40
107720340,2021-01-19,96640644,581653,2053384,15059,52894168,318649,,,,,Worldwide,,,,2023-06-17 00:05:40
108075685,2021-01-20,97268568,627924,2068921,15537,53267010,372842,,,,,Worldwide,,,,2023-06-17 00:05:40
108423605,2021-01-21,98100314,831746,2084012,15091,53588790,321780,,,,,Worldwide,,,,2023-06-17 00:05:40
108740652,2021-01-22,98572942,472628,2104469,20457,54037317,448527,,,,,Worldwide,,,,2023-06-17 00:05:40
109065260,2021-01-23,99056336,483394,2116101,11632,54359532,322215,,,,,Worldwide,,,,2023-06-17 00:05:40
109408223,2021-01-24,99587084,530748,2125917,9816,54645793,286261,,,,,Worldwide,,,,2023-06-17 00:05:40
109763142,2021-01-25,100201258,614174,2136559,10642,54920146,274353,,,,,Worldwide,,,,2023-06-17 00:05:40
110126955,2021-01-26,100584555,383297,2154530,17971,55316924,396778,,,,,Worldwide,,,,2023-06-17 00:05:40
110452033,2021-01-27,101371256,786701,2166299,11769,55599107,282183,,,,,Worldwide,,,,2023-06-17 00:05:40
110763538,2021-01-28,101860188,488932,2187659,21360,55984485,385378,,,,,Worldwide,,,,2023-06-17 00:05:40
111087661,2021-01-29,102403247,543059,2200432,12773,56246379,261894,,,,,Worldwide,,,,2023-06-17 00:05:40
111389083,2021-01-30,102871614,468367,2214613,14181,56654869,408490,,,,,Worldwide,,,,2023-06-17 00:05:40
111713393,2021-01-31,103333479,461865,2225773,11160,56981674,326805,,,,,Worldwide,,,,2023-06-17 00:05:40
112003814,2021-02-01,103572661,239182,2235401,9628,57258433,276759,,,,,Worldwide,,,,2023-06-17 00:05:40
112321219,2021-02-02,104248610,675949,2243638,8237,57502710,244277,,,,,Worldwide,,,,2023-06-17 00:05:40
112630912,2021-02-03,104684395,435785,2263792,20154,57893288,390578,,,,,Worldwide,,,,2023-06-17 00:05:40
112947619,2021-02-04,105223208,538813,2277590,13798,58164975,271687,,,,,Worldwide,,,,2023-06-17 00:05:40
113273074,2021-02-05,105700191,476983,2293263,15673,58500396,335421,,,,,Worldwide,,,,2023-06-17 00:05:40
113585221,2021-02-06,106014623,314432,2306818,13555,58826515,326119,,,,,Worldwide,,,,2023-06-17 00:05:40
113889491,2021-02-07,106420830,406207,2313792,6974,59081354,254839,,,,,Worldwide,,,,2023-06-17 00:05:40
114215770,2021-02-08,106643519,222689,2323540,9748,59305523,224169,,,,,Worldwide,,,,2023-06-17 00:05:40
114523584,2021-02-09,107166785,523266,2330839,7299,59549395,243872,,,,,Worldwide,,,,2023-06-17 00:05:40
114832368,2021-02-10,107458667,291882,2348421,17582,59908386,358991,,,,,Worldwide,,,,2023-06-17 00:05:40
115125952,2021-02-11,108043938,585271,2357475,9054,60136468,228082,,,,,Worldwide,,,,2023-06-17 00:05:40
115544449,2021-02-12,108442250,398312,2377988,20513,60504739,368271,,,,,Worldwide,,,,2023-06-17 00:05:40
116187238,2021-02-13,108753721,311471,2390448,12460,60792545,287806,,,,,Worldwide,,,,2023-06-17 00:05:40
116822870,2021-02-14,109067558,313837,2398773,8325,61031525,238980,,,,,Worldwide,,,,2023-06-17 00:05:40
117418259,2021-02-15,109246204,178646,2405546,6773,61277452,245927,,,,,Worldwide,,,,2023-06-17 00:05:40
118018296,2021-02-16,109859193,612989,2410455,4909,61432383,154931,,,,,Worldwide,,,,2023-06-17 00:05:40
118341300,2021-02-17,110242443,383250,2428021,17566,61839534,407151,,,,,Worldwide,,,,2023-06-17 00:05:40
118652391,2021-02-18,110547030,304587,2439127,11106,62062504,222970,,,,,Worldwide,,,,2023-06-17 00:05:40
118828105,2021-02-19,110903820,356790,2447615,8488,62261377,198873,,,,,Worldwide,,,,2023-06-17 00:05:40
118990991,2021-02-20,111277667,373847,2456069,8454,62511665,250288,,,,,Worldwide,,,,2023-06-17 00:05:40
119163684,2021-02-21,111434139,156472,2464390,8321,62783718,272053,,,,,Worldwide,,,,2023-06-17 00:05:40
119344965,2021-02-22,111974905,540766,2467481,3091,62896305,112587,,,,,Worldwide,,,,2023-06-17 00:05:40
119512350,2021-02-23,112419536,444631,2481140,13659,63201288,304983,,,,,Worldwide,,,,2023-06-17 00:05:40
119685480,2021-02-24,112716833,297297,2492420,11280,63440310,239022,,,,,Worldwide,,,,2023-06-17 00:05:40
119855692,2021-02-25,113161929,445096,2500770,8350,63597985,157675,,,,,Worldwide,,,,2023-06-17 00:05:40
120033655,2021-02-26,113727033,565104,2510955,10185,63860665,262680,,,,,Worldwide,,,,2023-06-17 00:05:40
120231953,2021-02-27,113986374,259341,2523703,12748,64167250,306585,,,,,Worldwide,,,,2023-06-17 00:05:40
120384633,2021-02-28,114350611,364237,2528993,5290,64379512,212262,,,,,Worldwide,,,,2023-06-17 00:05:40
120544475,2021-03-01,114706724,356113,2536865,7872,64530988,151476,,,,,Worldwide,,,,2023-06-17 00:05:40
120691899,2021-03-02,114996913,290189,2544852,7987,64781391,250403,,,,,Worldwide,,,,2023-06-17 00:05:40
120845627,2021-03-03,115467624,470711,2554914,10062,65034400,253009,,,,,Worldwide,,,,2023-06-17 00:05:40
121028695,2021-03-04,115781179,313555,2565369,10455,65296409,262009,,,,,Worldwide,,,,2023-06-17 00:05:40
121197800,2021-03-05,116169119,387940,2572353,6984,65496667,200258,,,,,Worldwide,,,,2023-06-17 00:05:40
121359113,2021-03-06,116600908,431789,2582075,9722,65695020,198353,,,,,Worldwide,,,,2023-06-17 00:05:40
121504792,2021-03-07,117060462,459554,2589638,7563,65920692,225672,,,,,Worldwide,,,,2023-06-17 00:05:40
121666777,2021-03-08,117424768,364306,2597318,7680,66132420,211728,,,,,Worldwide,,,,2023-06-17 00:05:40
121809678,2021-03-09,117764619,339851,2608231,10913,66550065,417645,,,,,Worldwide,,,,2023-06-17 00:05:40
121980468,2021-03-10,118119333,354714,2613747,5516,66737497,187432,,,,,Worldwide,,,,2023-06-17 00:05:40
122124149,2021-03-11,118910684,791351,2621944,8197,66926960,189463,,,,,Worldwide,,,,2023-06-17 00:05:40
122268470,2021-03-12,119335338,424654,2634989,13045,67329604,402644,,,,,Worldwide,,,,2023-06-17 00:05:40
122572264,2021-03-13,119764490,429152,2644090,9101,67561626,232022,,,,,Worldwide,,,,2023-06-17 00:05:40
122768659,2021-03-14,119848281,83791,2651578,7488,67814414,252788,,,,,Worldwide,,,,2023-06-17 00:05:40
122965672,2021-03-15,120505974,657693,2653641,2063,67895864,81450,,,,,Worldwide,,,,2023-06-17 00:05:40
123161449,2021-03-16,121002099,496125,2665597,11956,68325205,429341,,,,,Worldwide,,,,2023-06-17 00:05:40
123356915,2021-03-17,121585388,583289,2675521,9924,68635168,309963,,,,,Worldwide,,,,2023-06-17 00:05:40
123490777,2021-03-18,121882440,297052,2685770,10249,68888923,253755,,,,,Worldwide,,,,2023-06-17 00:05:40
123606163,2021-03-19,122423426,540986,2692806,7036,69033271,144348,,,,,Worldwide,,,,2023-06-17 00:05:40
123728559,2021-03-20,122964412,540986,2692806,0,69033271,0,,,,,Worldwide,,,,2023-06-17 00:05:40
123848362,2021-03-21,123516699,552287,2711747,18941,69647959,614688,,,,,Worldwide,,,,2023-06-17 00:05:40
123996847,2021-03-22,123924888,408189,2719703,7956,69975879,327920,,,,,Worldwide,,,,2023-06-17 00:05:40
124072941,2021-03-23,124378693,453805,2727640,7937,70320511,344632,,,,,Worldwide,,,,2023-06-17 00:05:40
124091100,2021-03-24,124683860,305167,2736980,9340,70573246,252735,,,,,Worldwide,,,,2023-06-17 00:05:40
124094229,2021-03-25,125367928,684068,2742357,5377,70731505,158259,,,,,Worldwide,,,,2023-06-17 00:05:40
124195400,2021-03-30,128421931,317715,2801695,11868,72645238,382750,,,,,Worldwide,,,,2023-06-17 00:05:40
124324967,2021-03-31,129317945,896014,2807094,5399,72860502,215264,,,,,Worldwide,,,,2023-06-17 00:05:40
124481075,2021-04-01,130101770,783825,2821367,14273,73313131,452629,,,,,Worldwide,,,,2023-06-17 00:05:40
124633339,2021-04-02,130566186,464416,2836220,14853,73683975,370844,,,,,Worldwide,,,,2023-06-17 00:05:40
124785756,2021-04-03,130969721,403535,2842363,6143,73979197,295222,,,,,Worldwide,,,,2023-06-17 00:05:40
124938033,2021-04-04,131593180,623459,2849208,6845,74318541,339344,,,,,Worldwide,,,,2023-06-17 00:05:40
125090250,2021-04-05,132024928,431748,2856632,7424,74679417,360876,,,,,Worldwide,,,,2023-06-17 00:05:40
125238867,2021-04-06,132456676,431748,2856632,0,74679417,0,,,,,Worldwide,,,,2023-06-17 00:05:40
125482652,2021-04-07,132929832,473156,2873821,17189,75221481,542064,,,,,Worldwide,,,,2023-06-17 00:05:40
125730596,2021-04-08,134038180,1108348,2885401,11580,75436505,215024,,,,,Worldwide,,,,2023-06-17 00:05:40
125966570,2021-04-09,135030164,991984,2904554,19153,76188622,752117,,,,,Worldwide,,,,2023-06-17 00:05:40
126207392,2021-04-10,135756507,726343,2920537,15983,76746058,557436,,,,,Worldwide,,,,2023-06-17 00:05:40
126440122,2021-04-11,136315604,559097,2932192,11655,77204630,458572,,,,,Worldwide,,,,2023-06-17 00:05:40
126693115,2021-04-12,136840796,525192,2940833,8641,77593298,388668,,,,,Worldwide,,,,2023-06-17 00:05:40
126920249,2021-04-13,137847272,1006476,2949096,8263,77935627,342329,,,,,Worldwide,,,,2023-06-17 00:05:40
127171599,2021-04-14,138340920,493648,2965199,16103,78548136,612509,,,,,Worldwide,,,,2023-06-17 00:05:40
127432576,2021-04-15,139274615,933695,2974830,9631,78785642,237506,,,,,Worldwide,,,,2023-06-17 00:05:40
127676419,2021-04-16,140379953,1105338,2989590,14760,79359218,573576,,,,,Worldwide,,,,2023-06-17 00:05:40
127911611,2021-04-17,141015440,635487,3007708,18118,79972688,613470,,,,,Worldwide,,,,2023-06-17 00:05:40
128138776,2021-04-18,141684613,669173,3014805,7097,80500382,527694,,,,,Worldwide,,,,2023-06-17 00:05:40
128409968,2021-04-19,142468444,783831,3024290,9485,81018628,518246,,,,,Worldwide,,,,2023-06-17 00:05:40
128691222,2021-04-20,143012106,543662,3036100,11810,81617010,598382,,,,,Worldwide,,,,2023-06-17 00:05:40
128963207,2021-04-21,144025288,1013182,3046149,10049,81979884,362874,,,,,Worldwide,,,,2023-06-17 00:05:40
129221911,2021-04-22,144804485,779197,3062087,15938,82570488,590604,,,,,Worldwide,,,,2023-06-17 00:05:40
129484038,2021-04-23,145943305,1138820,3073868,11781,83220681,650193,,,,,Worldwide,,,,2023-06-17 00:05:40
129737299,2021-04-24,146628322,685017,3091553,17685,84040856,820175,,,,,Worldwide,,,,2023-06-17 00:05:40
129995094,2021-04-25,147325436,697114,3102588,11035,84489495,448639,,,,,Worldwide,,,,2023-06-17 00:05:40
130262767,2021-04-26,148190387,864951,3112206,9618,85028957,539462,,,,,Worldwide,,,,2023-06-17 00:05:40
130518605,2021-04-27,149036962,846575,3126361,14155,85879081,850124,,,,,Worldwide,,,,2023-06-17 00:05:40
130777344,2021-04-28,149945664,908702,3141143,14782,86485444,606363,,,,,Worldwide,,,,2023-06-17 00:05:40
131034308,2021-04-29,150848483,902819,3156408,15265,87129309,643865,,,,,Worldwide,,,,2023-06-17 00:05:40
131295303,2021-04-30,151517785,669302,3171896,15488,87865172,735863,,,,,Worldwide,,,,2023-06-17 00:05:40
131556350,2021-05-01,152199538,681753,3182915,11019,88399777,534605,,,,,Worldwide,,,,2023-06-17 00:05:40
131809749,2021-05-02,152875042,675504,3192613,9698,89931151,1531374,,,,,Worldwide,,,,2023-06-17 00:05:40
132079900,2021-05-03,153819254,944212,3202699,10086,89625669,-305482,,,,,Worldwide,,,,2023-06-17 00:05:40
132335316,2021-05-04,154469379,650125,3218906,16207,90520099,894430,,,,,Worldwide,,,,2023-06-17 00:05:40
132577545,2021-05-05,155475984,1006605,3230336,11430,91045189,525090,,,,,Worldwide,,,,2023-06-17 00:05:40
132791923,2021-05-06,156433646,957662,3247557,17221,91855975,810786,,,,,Worldwide,,,,2023-06-17 00:05:40
133052137,2021-05-07,157113663,680017,3263874,16317,92597101,741126,,,,,Worldwide,,,,2023-06-17 00:05:40
133299849,2021-05-08,157703626,589963,3274385,10511,93217307,620206,,,,,Worldwide,,,,2023-06-17 00:05:40
133545224,2021-05-09,158517386,813760,3283422,9037,93741151,523844,,,,,Worldwide,,,,2023-06-17 00:05:40
133786930,2021-05-10,159268576,751190,3296584,13162,94553699,812548,,,,,Worldwide,,,,2023-06-17 00:05:40
134027228,2021-05-11,159845155,576579,3311504,14920,95242254,688555,,,,,Worldwide,,,,2023-06-17 00:05:40
134248282,2021-05-12,160743894,898739,3321212,9708,95897262,655008,,,,,Worldwide,,,,2023-06-17 00:05:40
134407099,2021-05-13,161290797,546903,3338355,17143,95897262,0,,,,,Worldwide,,,,2023-06-17 00:05:40
134562576,2021-05-14,162017106,726309,3347183,8828,,,,,,,Worldwide,,,,2023-06-17 00:05:40
134779332,2021-05-15,162738904,721798,3360359,13176,,,,,,,Worldwide,,,,2023-06-17 00:05:40
135035980,2021-05-16,163161728,422824,3374087,13728,,,,,,,Worldwide,,,,2023-06-17 00:05:40
135285121,2021-05-17,163816596,654868,3381269,7182,,,,,,,Worldwide,,,,2023-06-17 00:05:40
135537398,2021-05-18,164464039,647443,3395193,13924,,,,,,,Worldwide,,,,2023-06-17 00:05:40
135788697,2021-05-19,165091142,627103,3409471,14278,,,,,,,Worldwide,,,,2023-06-17 00:05:40
136049478,2021-05-20,165848289,757147,3421514,12043,,,,,,,Worldwide,,,,2023-06-17 00:05:40
136291681,2021-05-21,166195983,347694,3437836,16322,,,,,,,Worldwide,,,,2023-06-17 00:05:40
136518222,2021-05-22,166839883,643900,3444498,6662,,,,,,,Worldwide,,,,2023-06-17 00:05:40
136772282,2021-05-23,167243444,403561,3456780,12282,,,,,,,Worldwide,,,,2023-06-17 00:05:40
137006407,2021-05-24,167411409,167965,3465348,8568,,,,,,,Worldwide,,,,2023-06-17 00:05:40
137240075,2021-05-25,167951168,539759,3475817,10469,,,,,,,Worldwide,,,,2023-06-17 00:05:40
137485247,2021-05-26,168502092,550924,3488242,12425,,,,,,,Worldwide,,,,2023-06-17 00:05:40
137732444,2021-05-27,169071044,568952,3500383,12141,,,,,,,Worldwide,,,,2023-06-17 00:05:40
137976043,2021-05-28,169612445,541401,3513320,12937,,,,,,,Worldwide,,,,2023-06-17 00:05:40
138197339,2021-05-29,170044172,431727,3526058,12738,,,,,,,Worldwide,,,,2023-06-17 00:05:40
138419843,2021-05-30,170471070,426898,3535383,9325,,,,,,,Worldwide,,,,2023-06-17 00:05:40
138634574,2021-05-31,170865698,394628,3544118,8735,,,,,,,Worldwide,,,,2023-06-17 00:05:40
138879498,2021-06-01,171335846,470148,3552788,8670,,,,,,,Worldwide,,,,2023-06-17 00:05:40
139097141,2021-06-02,171784138,448292,3683428,,,,,,,,Worldwide,,,,2023-06-17 00:05:40
